ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
MC,2020-04-27,1,0,1,0,0
MD,2020-04-27,188,187,0,1,0
ML,2020-04-27,0,0,0,0,0
NC,2020-04-27,23,20,3,0,0
PV,2020-04-27,30,28,0,0,2
RI,2020-04-27,4,4,0,0,0
VC,2020-04-27,51,20,30,0,1
AN,2020-04-28,130,18,112,0,0
AR,2020-04-28,127,29,0,1,97
AS,2020-04-28,10,10,0,0,0
CB,2020-04-28,5,5,0,0,0
CE,2020-04-28,2,1,1,0,0
CL,2020-04-28,323,64,259,0,0
CM,2020-04-28,92,17,1,0,74
CN,2020-04-28,4,1,0,0,3
CT,2020-04-28,162,155,0,0,7
EX,2020-04-28,26,5,21,0,0
GA,2020-04-28,80,20,51,0,9
IB,2020-04-28,5,4,0,0,1
MC,2020-04-28,16,0,16,0,0
MD,2020-04-28,236,236,0,0,0
ML,2020-04-28,0,0,0,0,0
NC,2020-04-28,32,13,19,0,0
PV,2020-04-28,50,39,0,0,11
RI,2020-04-28,10,10,0,0,0
VC,2020-04-28,120,37,82,0,1
AN,2020-04-29,162,32,130,0,0
AR,2020-04-29,39,23,0,0,16
AS,2020-04-29,3,3,0,0,0
CB,2020-04-29,5,5,0,0,0
CE,2020-04-29,4,4,0,0,0
CL,2020-04-29,244,47,197,0,0
CM,2020-04-29,69,8,2,2,57
CN,2020-04-29,4,3,0,0,1
CT,2020-04-29,153,141,0,0,12
EX,2020-04-29,59,15,44,0,0
GA,2020-04-29,113,43,69,0,1
IB,2020-04-29,3,2,1,0,0
MC,2020-04-29,10,2,8,0,0
MD,2020-04-29,215,215,0,0,0
ML,2020-04-29,1,1,0,0,0
NC,2020-04-29,50,18,32,0,0
PV,2020-04-29,39,31,0,0,8
RI,2020-04-29,5,5,0,0,0
VC,2020-04-29,138,34,103,0,1
AN,2020-04-30,119,21,97,1,0
AR,2020-04-30,42,28,0,1,13
AS,2020-04-30,10,10,0,0,0
CB,2020-04-30,12,12,0,0,0
CE,2020-04-30,0,0,0,0,0
CL,2020-04-30,236,68,168,0,0
CM,2020-04-30,73,7,0,0,66
CN,2020-04-30,4,4,0,0,0
CT,2020-04-30,192,179,0,1,12
EX,2020-04-30,86,13,73,0,0
GA,2020-04-30,96,24,58,0,14
IB,2020-04-30,5,5,0,0,0
MC,2020-04-30,25,1,24,0,0
MD,2020-04-30,178,178,0,0,0
ML,2020-04-30,1,1,0,0,0
NC,2020-04-30,57,16,41,0,0
PV,2020-04-30,34,27,0,0,7
RI,2020-04-30,2,2,0,0,0
VC,2020-04-30,114,19,94,0,1
AN,2020-05-01,100,16,84,0,0
AR,2020-05-01,17,17,0,0,0
AS,2020-05-01,2,2,0,0,0
CB,2020-05-01,16,16,0,0,0
CE,2020-05-01,1,1,0,0,0
CL,2020-05-01,337,54,281,2,0
CM,2020-05-01,22,10,3,0,9
CN,2020-05-01,9,9,0,0,0
CT,2020-05-01,171,161,0,1,9
EX,2020-05-01,97,23,74,0,0
GA,2020-05-01,108,19,80,0,9
IB,2020-05-01,10,8,2,0,0
MC,2020-05-01,8,1,7,0,0
MD,2020-05-01,199,198,0,1,0
ML,2020-05-01,0,0,0,0,0
NC,2020-05-01,72,21,51,0,0
PV,2020-05-01,42,33,0,0,9
RI,2020-05-01,1,1,0,0,0
VC,2020-05-01,95,24,70,1,0
AN,2020-05-02,95,15,80,0,0
AR,2020-05-02,21,16,0,2,3
AS,2020-05-02,3,3,0,0,0
CB,2020-05-02,0,0,0,0,0
CE,2020-05-02,2,2,0,0,0
CL,2020-05-02,347,61,286,0,0
CM,2020-05-02,16,6,4,0,6
CN,2020-05-02,5,5,0,0,0
CT,2020-05-02,156,151,0,0,5
EX,2020-05-02,58,13,45,0,0
GA,2020-05-02,84,23,46,0,15
IB,2020-05-02,3,1,2,0,0
MC,2020-05-02,17,1,16,0,0
MD,2020-05-02,168,168,0,0,0
ML,2020-05-02,0,0,0,0,0
NC,2020-05-02,70,16,54,0,0
PV,2020-05-02,50,41,0,0,9
RI,2020-05-02,2,1,1,0,0
VC,2020-05-02,110,31,76,0,3
AN,2020-05-03,27,8,19,0,0
AR,2020-05-03,18,16,0,2,0
AS,2020-05-03,3,3,0,0,0
CB,2020-05-03,3,3,0,0,0
CE,2020-05-03,0,0,0,0,0
CL,2020-05-03,113,58,55,0,0
CM,2020-05-03,48,6,2,0,40
CN,2020-05-03,0,0,0,0,0
CT,2020-05-03,141,132,0,0,9
EX,2020-05-03,11,5,6,0,0
GA,2020-05-03,45,9,36,0,0
IB,2020-05-03,4,3,1,0,0
MC,2020-05-03,4,1,3,0,0
MD,2020-05-03,73,73,0,0,0
ML,2020-05-03,0,0,0,0,0
NC,2020-05-03,23,10,13,0,0
PV,2020-05-03,35,28,0,0,7
RI,2020-05-03,2,2,0,0,0
VC,2020-05-03,46,15,29,0,2
AN,2020-05-04,49,18,31,0,0
AR,2020-05-04,36,36,0,0,0
AS,2020-05-04,4,4,0,0,0
CB,2020-05-04,1,1,0,0,0
CE,2020-05-04,0,0,0,0,0
CL,2020-05-04,92,28,64,0,0
CM,2020-05-04,19,14,1,2,2
CN,2020-05-04,3,3,0,0,0
CT,2020-05-04,132,122,0,1,9
EX,2020-05-04,20,12,8,0,0
GA,2020-05-04,76,14,49,0,13
IB,2020-05-04,1,1,0,0,0
MC,2020-05-04,4,2,2,0,0
MD,2020-05-04,108,108,0,0,0
ML,2020-05-04,0,0,0,0,0
NC,2020-05-04,20,13,7,0,0
PV,2020-05-04,18,13,0,0,5
RI,2020-05-04,2,2,0,0,0
VC,2020-05-04,28,6,21,0,1
AN,2020-05-05,73,12,61,0,0
AR,2020-05-05,43,7,0,0,36
AS,2020-05-05,4,4,0,0,0
CB,2020-05-05,6,6,0,0,0
CE,2020-05-05,0,0,0,0,0
CL,2020-05-05,44,14,30,0,0
CM,2020-05-05,11,11,0,0,0
CN,2020-05-05,2,2,0,0,0
CT,2020-05-05,74,62,0,5,7
EX,2020-05-05,41,1,40,0,0
GA,2020-05-05,133,7,107,0,19
IB,2020-05-05,4,4,0,0,0
MC,2020-05-05,2,1,1,0,0
MD,2020-05-05,62,61,0,0,1
ML,2020-05-05,0,0,0,0,0
NC,2020-05-05,5,5,0,0,0
PV,2020-05-05,21,19,0,0,2
RI,2020-05-05,0,0,0,0,0
VC,2020-05-05,20,12,8,0,0
AN,2020-05-06,25,2,23,0,0
AR,2020-05-06,43,6,0,1,36
AS,2020-05-06,4,4,0,0,0
CB,2020-05-06,1,1,0,0,0
CE,2020-05-06,1,1,0,0,0
CL,2020-05-06,28,13,15,0,0
CM,2020-05-06,11,11,0,0,0
CN,2020-05-06,0,0,0,0,0
CT,2020-05-06,58,48,0,1,9
EX,2020-05-06,36,5,31,0,0
GA,2020-05-06,60,15,39,1,5
IB,2020-05-06,4,4,0,0,0
MC,2020-05-06,2,2,0,0,0
MD,2020-05-06,56,55,0,1,0
ML,2020-05-06,0,0,0,0,0
NC,2020-05-06,9,7,2,0,0
PV,2020-05-06,25,14,0,0,11
RI,2020-05-06,0,0,0,0,0
VC,2020-05-06,15,12,2,0,1
AN,2020-05-07,25,3,21,1,0
AR,2020-05-07,34,34,0,0,0
AS,2020-05-07,3,3,0,0,0
CB,2020-05-07,0,0,0,0,0
CE,2020-05-07,1,1,0,0,0
CL,2020-05-07,30,21,9,0,0
CM,2020-05-07,13,13,0,0,0
CN,2020-05-07,1,1,0,0,0
CT,2020-05-07,68,65,0,0,3
EX,2020-05-07,50,2,48,0,0
GA,2020-05-07,49,9,30,0,10
IB,2020-05-07,2,2,0,0,0
MC,2020-05-07,2,2,0,0,0
MD,2020-05-07,69,68,1,0,0
ML,2020-05-07,0,0,0,0,0
NC,2020-05-07,2,2,0,0,0
PV,2020-05-07,23,12,0,0,11
RI,2020-05-07,1,1,0,0,0
VC,2020-05-07,13,4,9,0,0
AN,2020-05-08,17,8,9,0,0
AR,2020-05-08,16,15,0,0,1
AS,2020-05-08,3,3,0,0,0
CB,2020-05-08,2,2,0,0,0
CE,2020-05-08,0,0,0,0,0
CL,2020-05-08,31,18,13,0,0
CM,2020-05-08,7,7,0,0,0
CN,2020-05-08,1,1,0,0,0
CT,2020-05-08,72,66,0,2,4
EX,2020-05-08,33,3,29,1,0
GA,2020-05-08,43,7,28,0,8
IB,2020-05-08,4,4,0,0,0
MC,2020-05-08,1,1,0,0,0
MD,2020-05-08,70,70,0,0,0
ML,2020-05-08,0,0,0,0,0
NC,2020-05-08,7,7,0,0,0
PV,2020-05-08,27,19,0,0,8
RI,2020-05-08,1,1,0,0,0
VC,2020-05-08,12,5,7,0,0
AN,2020-05-09,13,3,9,0,1
AR,2020-05-09,4,4,0,0,0
AS,2020-05-09,3,3,0,0,0
CB,2020-05-09,3,3,0,0,0
CE,2020-05-09,0,0,0,0,0
CL,2020-05-09,14,9,4,1,0
CM,2020-05-09,6,6,0,0,0
CN,2020-05-09,2,2,0,0,0
CT,2020-05-09,62,56,0,1,5
EX,2020-05-09,52,2,50,0,0
GA,2020-05-09,21,10,9,0,2
IB,2020-05-09,0,0,0,0,0
MC,2020-05-09,1,1,0,0,0
MD,2020-05-09,68,66,0,2,0
ML,2020-05-09,0,0,0,0,0
NC,2020-05-09,4,3,1,0,0
PV,2020-05-09,21,13,0,1,7
RI,2020-05-09,0,0,0,0,0
VC,2020-05-09,8,7,1,0,0
AN,2020-05-10,5,5,0,0,0
AR,2020-05-10,8,8,0,0,0
AS,2020-05-10,1,1,0,0,0
CB,2020-05-10,2,1,1,0,0
CE,2020-05-10,0,0,0,0,0
CL,2020-05-10,12,10,2,0,0
CM,2020-05-10,12,11,1,0,0
CN,2020-05-10,1,1,0,0,0
CT,2020-05-10,93,89,0,1,3
EX,2020-05-10,5,3,2,0,0
GA,2020-05-10,11,8,3,0,0
IB,2020-05-10,7,6,1,0,0
MC,2020-05-10,1,1,0,0,0
MD,2020-05-10,76,73,0,3,0
ML,2020-05-10,0,0,0,0,0
NC,2020-05-10,5,4,1,0,0
PV,2020-05-10,12,6,0,2,4
RI,2020-05-10,1,1,0,0,0
VC,2020-05-10,8,8,0,0,0
AN,2020-05-11,21,17,4,0,0
AR,2020-05-11,6,5,0,1,0
AS,2020-05-11,4,4,0,0,0
CB,2020-05-11,10,9,1,0,0
CE,2020-05-11,1,1,0,0,0
CL,2020-05-11,29,28,1,0,0
CM,2020-05-11,31,27,0,4,0
CN,2020-05-11,3,3,0,0,0
CT,2020-05-11,136,106,0,30,0
EX,2020-05-11,9,5,4,0,0
GA,2020-05-11,12,10,0,0,2
IB,2020-05-11,8,8,0,0,0
MC,2020-05-11,2,2,0,0,0
MD,2020-05-11,199,193,0,6,0
ML,2020-05-11,0,0,0,0,0
NC,2020-05-11,9,9,0,0,0
PV,2020-05-11,23,22,0,0,1
RI,2020-05-11,4,4,0,0,0
VC,2020-05-11,20,20,0,0,0
AN,2020-05-12,22,20,2,0,0
AR,2020-05-12,17,17,0,0,0
AS,2020-05-12,0,0,0,0,0
CB,2020-05-12,8,7,1,0,0
CE,2020-05-12,2,2,0,0,0
CL,2020-05-12,34,30,2,2,0
CM,2020-05-12,30,28,0,2,0
CN,2020-05-12,4,4,0,0,0
CT,2020-05-12,145,117,0,27,1
EX,2020-05-12,39,7,30,2,0
GA,2020-05-12,16,15,0,1,0
IB,2020-05-12,7,7,0,0,0
MC,2020-05-12,3,3,0,0,0
MD,2020-05-12,136,135,0,1,0
ML,2020-05-12,0,0,0,0,0
NC,2020-05-12,1,1,0,0,0
PV,2020-05-12,25,18,0,3,4
RI,2020-05-12,3,3,0,0,0
VC,2020-05-12,19,19,0,0,0
AN,2020-05-13,15,13,2,0,0
AR,2020-05-13,20,20,0,0,0
AS,2020-05-13,2,2,0,0,0
CB,2020-05-13,2,2,0,0,0
CE,2020-05-13,0,0,0,0,0
CL,2020-05-13,57,55,1,1,0
CM,2020-05-13,37,36,0,1,0
CN,2020-05-13,5,5,0,0,0
CT,2020-05-13,169,134,0,35,0
EX,2020-05-13,38,6,31,1,0
GA,2020-05-13,10,10,0,0,0
IB,2020-05-13,10,10,0,0,0
MC,2020-05-13,5,5,0,0,0
MD,2020-05-13,144,140,0,3,1
ML,2020-05-13,0,0,0,0,0
NC,2020-05-13,4,4,0,0,0
PV,2020-05-13,25,22,0,0,3
RI,2020-05-13,5,5,0,0,0
VC,2020-05-13,12,12,0,0,0
AN,2020-05-14,15,11,4,0,0
AR,2020-05-14,23,23,0,0,0
AS,2020-05-14,2,2,0,0,0
CB,2020-05-14,2,2,0,0,0
CE,2020-05-14,0,0,0,0,0
CL,2020-05-14,39,38,0,1,0
CM,2020-05-14,28,26,0,2,0
CN,2020-05-14,2,2,0,0,0
CT,2020-05-14,156,108,0,48,0
EX,2020-05-14,23,1,22,0,0
GA,2020-05-14,5,4,1,0,0
IB,2020-05-14,7,7,0,0,0
MC,2020-05-14,2,2,0,0,0
MD,2020-05-14,160,159,0,1,0
ML,2020-05-14,0,0,0,0,0
NC,2020-05-14,4,4,0,0,0
PV,2020-05-14,16,12,0,0,4
RI,2020-05-14,5,5,0,0,0
VC,2020-05-14,19,19,0,0,0
AN,2020-05-15,16,12,3,1,0
AR,2020-05-15,16,16,0,0,0
AS,2020-05-15,4,4,0,0,0
CB,2020-05-15,2,2,0,0,0
CE,2020-05-15,0,0,0,0,0
CL,2020-05-15,35,33,0,2,0
CM,2020-05-15,34,32,0,2,0
CN,2020-05-15,3,3,0,0,0
CT,2020-05-15,221,180,0,41,0
EX,2020-05-15,24,2,22,0,0
GA,2020-05-15,6,5,0,1,0
IB,2020-05-15,16,15,1,0,0
MC,2020-05-15,0,0,0,0,0
MD,2020-05-15,137,135,0,2,0
ML,2020-05-15,0,0,0,0,0
NC,2020-05-15,5,5,0,0,0
PV,2020-05-15,15,12,0,0,3
RI,2020-05-15,3,3,0,0,0
VC,2020-05-15,13,13,0,0,0
AN,2020-05-16,9,3,5,1,0
AR,2020-05-16,8,8,0,0,0
AS,2020-05-16,1,1,0,0,0
CB,2020-05-16,4,4,0,0,0
CE,2020-05-16,1,1,0,0,0
CL,2020-05-16,30,28,1,1,0
CM,2020-05-16,26,25,0,1,0
CN,2020-05-16,6,6,0,0,0
CT,2020-05-16,129,127,0,2,0
EX,2020-05-16,21,1,20,0,0
GA,2020-05-16,6,6,0,0,0
IB,2020-05-16,0,0,0,0,0
MC,2020-05-16,1,1,0,0,0
MD,2020-05-16,57,57,0,0,0
ML,2020-05-16,0,0,0,0,0
NC,2020-05-16,1,1,0,0,0
PV,2020-05-16,17,7,0,1,9
RI,2020-05-16,2,2,0,0,0
VC,2020-05-16,8,8,0,0,0
AN,2020-05-17,6,5,1,0,0
AR,2020-05-17,8,8,0,0,0
AS,2020-05-17,4,4,0,0,0
CB,2020-05-17,0,0,0,0,0
CE,2020-05-17,0,0,0,0,0
CL,2020-05-17,6,6,0,0,0
CM,2020-05-17,11,9,0,2,0
CN,2020-05-17,1,1,0,0,0
CT,2020-05-17,95,95,0,0,0
EX,2020-05-17,5,2,3,0,0
GA,2020-05-17,1,1,0,0,0
IB,2020-05-17,5,5,0,0,0
MC,2020-05-17,1,1,0,0,0
MD,2020-05-17,87,86,0,1,0
ML,2020-05-17,0,0,0,0,0
NC,2020-05-17,3,3,0,0,0
PV,2020-05-17,8,6,0,2,0
RI,2020-05-17,0,0,0,0,0
VC,2020-05-17,7,7,0,0,0
AN,2020-05-18,11,11,0,0,0
AR,2020-05-18,19,19,0,0,0
AS,2020-05-18,0,0,0,0,0
CB,2020-05-18,3,3,0,0,0
CE,2020-05-18,2,2,0,0,0
CL,2020-05-18,33,33,0,0,0
CM,2020-05-18,28,26,0,2,0
CN,2020-05-18,4,4,0,0,0
CT,2020-05-18,206,170,0,35,1
EX,2020-05-18,4,3,1,0,0
GA,2020-05-18,7,7,0,0,0
IB,2020-05-18,5,5,0,0,0
MC,2020-05-18,2,2,0,0,0
MD,2020-05-18,139,134,0,5,0
ML,2020-05-18,1,1,0,0,0
NC,2020-05-18,3,3,0,0,0
PV,2020-05-18,16,13,0,0,3
RI,2020-05-18,5,5,0,0,0
VC,2020-05-18,10,10,0,0,0
AN,2020-05-19,11,11,0,0,0
AR,2020-05-19,23,23,0,0,0
AS,2020-05-19,0,0,0,0,0
CB,2020-05-19,2,2,0,0,0
CE,2020-05-19,3,3,0,0,0
CL,2020-05-19,35,34,1,0,0
CM,2020-05-19,35,30,0,5,0
CN,2020-05-19,7,7,0,0,0
CT,2020-05-19,221,168,0,53,0
EX,2020-05-19,11,2,9,0,0
GA,2020-05-19,7,7,0,0,0
IB,2020-05-19,12,12,0,0,0
MC,2020-05-19,2,2,0,0,0
MD,2020-05-19,141,139,0,2,0
ML,2020-05-19,0,0,0,0,0
NC,2020-05-19,3,3,0,0,0
PV,2020-05-19,13,12,0,1,0
RI,2020-05-19,5,5,0,0,0
VC,2020-05-19,12,12,0,0,0
AN,2020-05-20,13,13,0,0,0
AR,2020-05-20,15,13,0,2,0
AS,2020-05-20,1,1,0,0,0
CB,2020-05-20,0,0,0,0,0
CE,2020-05-20,1,1,0,0,0
CL,2020-05-20,27,26,0,1,0
CM,2020-05-20,26,26,0,0,0
CN,2020-05-20,4,4,0,0,0
CT,2020-05-20,189,135,0,53,1
EX,2020-05-20,14,3,11,0,0
GA,2020-05-20,6,6,0,0,0
IB,2020-05-20,6,6,0,0,0
MC,2020-05-20,0,0,0,0,0
MD,2020-05-20,109,108,0,1,0
ML,2020-05-20,0,0,0,0,0
NC,2020-05-20,2,2,0,0,0
PV,2020-05-20,10,8,0,0,2
RI,2020-05-20,4,4,0,0,0
VC,2020-05-20,14,14,0,0,0
AN,2020-05-21,9,9,0,0,0
AR,2020-05-21,11,11,0,0,0
AS,2020-05-21,1,1,0,0,0
CB,2020-05-21,3,3,0,0,0
CE,2020-05-21,1,1,0,0,0
CL,2020-05-21,39,38,0,1,0
CM,2020-05-21,19,19,0,0,0
CN,2020-05-21,5,5,0,0,0
CT,2020-05-21,227,158,0,69,0
EX,2020-05-21,9,2,7,0,0
GA,2020-05-21,11,11,0,0,0
IB,2020-05-21,5,5,0,0,0
MC,2020-05-21,1,1,0,0,0
MD,2020-05-21,123,120,0,3,0
ML,2020-05-21,0,0,0,0,0
NC,2020-05-21,3,3,0,0,0
PV,2020-05-21,11,8,0,1,2
RI,2020-05-21,4,3,0,0,1
VC,2020-05-21,8,8,0,0,0
AN,2020-05-22,6,5,1,0,0
AR,2020-05-22,13,13,0,0,0
AS,2020-05-22,1,1,0,0,0
CB,2020-05-22,1,1,0,0,0
CE,2020-05-22,0,0,0,0,0
CL,2020-05-22,41,40,1,0,0
CM,2020-05-22,42,39,0,3,0
CN,2020-05-22,3,3,0,0,0
CT,2020-05-22,284,208,0,75,1
EX,2020-05-22,11,3,7,1,0
GA,2020-05-22,5,5,0,0,0
IB,2020-05-22,3,3,0,0,0
MC,2020-05-22,1,1,0,0,0
MD,2020-05-22,91,88,0,3,0
ML,2020-05-22,0,0,0,0,0
NC,2020-05-22,3,3,0,0,0
PV,2020-05-22,9,6,0,0,3
RI,2020-05-22,2,2,0,0,0
VC,2020-05-22,16,16,0,0,0
AN,2020-05-23,7,7,0,0,0
AR,2020-05-23,11,11,0,0,0
AS,2020-05-23,1,1,0,0,0
CB,2020-05-23,2,2,0,0,0
CE,2020-05-23,5,5,0,0,0
CL,2020-05-23,19,18,0,1,0
CM,2020-05-23,32,27,0,5,0
CN,2020-05-23,1,1,0,0,0
CT,2020-05-23,125,121,0,4,0
EX,2020-05-23,7,0,7,0,0
GA,2020-05-23,6,6,0,0,0
IB,2020-05-23,2,2,0,0,0
MC,2020-05-23,2,2,0,0,0
MD,2020-05-23,57,57,0,0,0
ML,2020-05-23,0,0,0,0,0
NC,2020-05-23,3,3,0,0,0
PV,2020-05-23,7,5,0,1,1
RI,2020-05-23,2,2,0,0,0
VC,2020-05-23,8,8,0,0,0
AN,2020-05-24,3,3,0,0,0
AR,2020-05-24,6,6,0,0,0
AS,2020-05-24,2,2,0,0,0
CB,2020-05-24,2,2,0,0,0
CE,2020-05-24,2,2,0,0,0
CL,2020-05-24,13,13,0,0,0
CM,2020-05-24,15,13,0,2,0
CN,2020-05-24,2,2,0,0,0
CT,2020-05-24,139,138,0,0,1
EX,2020-05-24,5,1,4,0,0
GA,2020-05-24,7,7,0,0,0
IB,2020-05-24,2,2,0,0,0
MC,2020-05-24,0,0,0,0,0
MD,2020-05-24,50,50,0,0,0
ML,2020-05-24,0,0,0,0,0
NC,2020-05-24,0,0,0,0,0
PV,2020-05-24,3,2,0,0,1
RI,2020-05-24,0,0,0,0,0
VC,2020-05-24,9,9,0,0,0
AN,2020-05-25,8,8,0,0,0
AR,2020-05-25,12,12,0,0,0
AS,2020-05-25,1,1,0,0,0
CB,2020-05-25,1,1,0,0,0
CE,2020-05-25,5,5,0,0,0
CL,2020-05-25,36,35,0,1,0
CM,2020-05-25,39,38,0,1,0
CN,2020-05-25,4,4,0,0,0
CT,2020-05-25,234,171,0,63,0
EX,2020-05-25,5,5,0,0,0
GA,2020-05-25,5,4,1,0,0
IB,2020-05-25,3,3,0,0,0
MC,2020-05-25,1,1,0,0,0
MD,2020-05-25,149,146,0,3,0
ML,2020-05-25,0,0,0,0,0
NC,2020-05-25,1,1,0,0,0
PV,2020-05-25,8,6,0,2,0
RI,2020-05-25,4,3,0,0,1
VC,2020-05-25,5,5,0,0,0
AN,2020-05-26,8,8,0,0,0
AR,2020-05-26,11,11,0,0,0
AS,2020-05-26,2,2,0,0,0
CB,2020-05-26,4,4,0,0,0
CE,2020-05-26,1,1,0,0,0
CL,2020-05-26,48,47,1,0,0
CM,2020-05-26,38,35,0,3,0
CN,2020-05-26,3,3,0,0,0
CT,2020-05-26,210,149,0,60,1
EX,2020-05-26,13,2,11,0,0
GA,2020-05-26,3,3,0,0,0
IB,2020-05-26,4,4,0,0,0
MC,2020-05-26,0,0,0,0,0
MD,2020-05-26,164,163,0,1,0
ML,2020-05-26,0,0,0,0,0
NC,2020-05-26,1,1,0,0,0
PV,2020-05-26,10,9,0,0,1
RI,2020-05-26,0,0,0,0,0
VC,2020-05-26,13,13,0,0,0
AN,2020-05-27,11,11,0,0,0
AR,2020-05-27,14,14,0,0,0
AS,2020-05-27,0,0,0,0,0
CB,2020-05-27,2,2,0,0,0
CE,2020-05-27,2,2,0,0,0
CL,2020-05-27,26,26,0,0,0
CM,2020-05-27,38,38,0,0,0
CN,2020-05-27,2,2,0,0,0
CT,2020-05-27,163,118,0,45,0
EX,2020-05-27,8,2,6,0,0
GA,2020-05-27,0,0,0,0,0
IB,2020-05-27,3,3,0,0,0
MC,2020-05-27,4,4,0,0,0
MD,2020-05-27,95,92,0,3,0
ML,2020-05-27,0,0,0,0,0
NC,2020-05-27,0,0,0,0,0
PV,2020-05-27,2,2,0,0,0
RI,2020-05-27,1,1,0,0,0
VC,2020-05-27,16,16,0,0,0
AN,2020-05-28,7,7,0,0,0
AR,2020-05-28,6,6,0,0,0
AS,2020-05-28,0,0,0,0,0
CB,2020-05-28,1,1,0,0,0
CE,2020-05-28,5,5,0,0,0
CL,2020-05-28,44,44,0,0,0
CM,2020-05-28,40,39,0,1,0
CN,2020-05-28,7,7,0,0,0
CT,2020-05-28,215,152,0,63,0
EX,2020-05-28,0,0,0,0,0
GA,2020-05-28,2,2,0,0,0
IB,2020-05-28,14,13,1,0,0
MC,2020-05-28,2,2,0,0,0
MD,2020-05-28,127,127,0,0,0
ML,2020-05-28,0,0,0,0,0
NC,2020-05-28,2,2,0,0,0
PV,2020-05-28,7,4,0,1,2
RI,2020-05-28,1,1,0,0,0
VC,2020-05-28,9,9,0,0,0
AN,2020-05-29,13,13,0,0,0
AR,2020-05-29,11,10,0,1,0
AS,2020-05-29,13,13,0,0,0
CB,2020-05-29,3,3,0,0,0
CE,2020-05-29,2,2,0,0,0
CL,2020-05-29,48,45,0,3,0
CM,2020-05-29,28,28,0,0,0
CN,2020-05-29,7,7,0,0,0
CT,2020-05-29,185,140,0,44,1
EX,2020-05-29,8,3,5,0,0
GA,2020-05-29,4,3,1,0,0
IB,2020-05-29,5,4,1,0,0
MC,2020-05-29,1,1,0,0,0
MD,2020-05-29,121,120,0,1,0
ML,2020-05-29,0,0,0,0,0
NC,2020-05-29,1,1,0,0,0
PV,2020-05-29,5,3,0,1,1
RI,2020-05-29,2,2,0,0,0
VC,2020-05-29,9,9,0,0,0
AN,2020-05-30,13,13,0,0,0
AR,2020-05-30,5,5,0,0,0
AS,2020-05-30,4,4,0,0,0
CB,2020-05-30,2,2,0,0,0
CE,2020-05-30,3,3,0,0,0
CL,2020-05-30,37,37,0,0,0
CM,2020-05-30,27,24,0,3,0
CN,2020-05-30,3,3,0,0,0
CT,2020-05-30,96,92,0,4,0
EX,2020-05-30,8,2,6,0,0
GA,2020-05-30,1,1,0,0,0
IB,2020-05-30,1,1,0,0,0
MC,2020-05-30,1,1,0,0,0
MD,2020-05-30,59,57,0,2,0
ML,2020-05-30,0,0,0,0,0
NC,2020-05-30,2,2,0,0,0
PV,2020-05-30,7,3,0,0,4
RI,2020-05-30,1,1,0,0,0
VC,2020-05-30,5,5,0,0,0
AN,2020-05-31,9,9,0,0,0
AR,2020-05-31,7,7,0,0,0
AS,2020-05-31,3,3,0,0,0
CB,2020-05-31,1,1,0,0,0
CE,2020-05-31,1,1,0,0,0
CL,2020-05-31,19,19,0,0,0
CM,2020-05-31,11,9,0,2,0
CN,2020-05-31,2,2,0,0,0
CT,2020-05-31,56,56,0,0,0
EX,2020-05-31,2,1,1,0,0
GA,2020-05-31,1,1,0,0,0
IB,2020-05-31,2,2,0,0,0
MC,2020-05-31,0,0,0,0,0
MD,2020-05-31,79,75,0,4,0
ML,2020-05-31,0,0,0,0,0
NC,2020-05-31,0,0,0,0,0
PV,2020-05-31,1,0,0,1,0
RI,2020-05-31,0,0,0,0,0
VC,2020-05-31,7,7,0,0,0
AN,2020-06-01,18,18,0,0,0
AR,2020-06-01,7,7,0,0,0
AS,2020-06-01,0,0,0,0,0
CB,2020-06-01,4,4,0,0,0
CE,2020-06-01,4,4,0,0,0
CL,2020-06-01,28,28,0,0,0
CM,2020-06-01,25,25,0,0,0
CN,2020-06-01,4,4,0,0,0
CT,2020-06-01,93,88,0,5,0
EX,2020-06-01,4,3,1,0,0
GA,2020-06-01,2,2,0,0,0
IB,2020-06-01,4,3,1,0,0
MC,2020-06-01,4,4,0,0,0
MD,2020-06-01,155,152,0,3,0
ML,2020-06-01,1,1,0,0,0
NC,2020-06-01,1,1,0,0,0
PV,2020-06-01,10,7,0,3,0
RI,2020-06-01,3,3,0,0,0
VC,2020-06-01,15,15,0,0,0
AN,2020-06-02,5,5,0,0,0
AR,2020-06-02,17,17,0,0,0
AS,2020-06-02,0,0,0,0,0
CB,2020-06-02,2,2,0,0,0
CE,2020-06-02,2,2,0,0,0
CL,2020-06-02,19,19,0,0,0
CM,2020-06-02,25,18,0,7,0
CN,2020-06-02,4,4,0,0,0
CT,2020-06-02,115,100,0,15,0
EX,2020-06-02,10,4,5,1,0
GA,2020-06-02,1,1,0,0,0
IB,2020-06-02,7,7,0,0,0
MC,2020-06-02,2,2,0,0,0
MD,2020-06-02,121,119,0,2,0
ML,2020-06-02,0,0,0,0,0
NC,2020-06-02,1,1,0,0,0
PV,2020-06-02,11,10,0,0,1
RI,2020-06-02,1,1,0,0,0
VC,2020-06-02,19,19,0,0,0
AN,2020-06-03,15,15,0,0,0
AR,2020-06-03,7,7,0,0,0
AS,2020-06-03,1,1,0,0,0
CB,2020-06-03,0,0,0,0,0
CE,2020-06-03,4,4,0,0,0
